Timestamp,Country,Current online courses,Preffered online courses,Enjoy online,Motivated online,Satisfied online,Engaging online,Distracted online,Actions online,Enjoy offline,Motivated offline,Satisfied offline,Engaging offline,Distracted offline,Actions online,Preferred course
5/21/2020 21:18:46,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,2,3,4,4,4,3,4,4,4,1,2,In-person Courses
5/22/2020 3:18:21,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,5,4,4,1,5,4,3,3,2,5,In-person Courses
5/22/2020 3:37:49,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",5,4,4,5,3,5,5,5,5,5,4,5,In-person Courses
5/22/2020 3:47:24,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,3,2,4,5,3,4,4,3,4,3,2,Online Courses
5/22/2020 4:28:58,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,3,4,2,2,1,3,2,3,3,4,3,Online Courses
5/22/2020 4:52:33,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,4,2,3,3,1,2,4,3,4,3,1,Online Courses
5/22/2020 4:58:23,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,1,1,2,4,1,4,4,4,3,2,1,In-person Courses
5/22/2020 5:22:19,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,2,2,3,5,3,5,4,3,4,3,3,In-person Courses
5/22/2020 6:58:57,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,1,1,1,1,2,4,4,2,4,3,1,In-person Courses
5/22/2020 7:23:06,Portugal,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,5,4,3,4,3,4,4,3,3,3,3,Online Courses
5/22/2020 9:28:07,Portugal,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,1,2,2,4,2,5,4,4,4,1,4,In-person Courses
5/21/2020 14:42:34,Portugal,Recorded Lectures,Recorded Lectures/Videos,5,4,4,4,4,3,3,4,4,4,4,2,Online Courses
5/21/2020 15:08:16,Portugal,Recorded Lectures,Recorded Lectures/Videos,4,2,4,3,5,2,5,4,4,4,2,4,In-person Courses
5/21/2020 15:13:10,Portugal,Recorded Lectures,Recorded Lectures/Videos,4,3,4,2,2,1,4,3,2,3,2,2,Online Courses
5/21/2020 15:55:22,Portugal,Recorded Lectures,Recorded Lectures/Videos,4,2,2,2,5,3,4,4,4,3,3,3,In-person Courses
5/21/2020 16:28:12,Portugal,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,2,1,2,4,2,5,4,4,4,5,2,In-person Courses
5/21/2020 16:59:58,Portugal,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",5,4,2,3,3,4,5,4,4,3,5,4,Online Courses
5/21/2020 18:33:00,Portugal,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,3,3,4,1,5,4,3,3,4,2,In-person Courses
5/21/2020 19:39:55,Portugal,Recorded Lectures,Recorded Lectures/Videos,5,5,4,4,2,4,4,4,3,3,4,4,In-person Courses
5/22/2020 1:59:18,Portugal,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,3,2,3,3,5,4,4,4,3,2,5,In-person Courses
5/22/2020 3:15:15,Portugal,Recorded Lectures,Recorded Lectures/Videos,2,2,4,2,5,2,5,5,4,4,4,1,In-person Courses
5/22/2020 14:11:38,Portugal,Recorded Lectures,Recorded Lectures/Videos,4,3,3,3,4,3,5,4,4,4,3,4,In-person Courses
5/21/2020 14:48:03,Portugal,Uploaded or emailed Materials,Recorded Lectures/Videos,4,4,4,2,2,3,4,4,2,2,2,3,Online Courses
5/21/2020 14:52:13,Portugal,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",1,1,1,1,5,5,5,4,4,4,2,3,In-person Courses
5/21/2020 14:57:55,Portugal,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,3,2,2,4,4,4,4,4,4,3,3,In-person Courses
5/21/2020 16:30:35,Portugal,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",1,1,1,2,5,2,5,5,4,4,3,4,In-person Courses
5/22/2020 4:32:43,Portugal,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,3,1,2,5,1,4,4,4,4,2,2,In-person Courses
5/21/2020 20:40:37,Canada,Discussion forums/chats,Recorded Lectures/Videos,3,2,2,3,4,5,4,4,5,4,1,2,In-person Courses
5/21/2020 14:37:23,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,2,4,4,3,4,4,4,4,4,2,In-person Courses
5/21/2020 14:39:17,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,3,3,2,2,1,2,3,3,2,3,3,2,In-person Courses
5/21/2020 14:44:56,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",5,4,5,4,4,5,4,4,5,5,4,3,Online Courses
5/21/2020 14:47:17,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",1,1,2,2,5,3,5,5,5,5,1,4,In-person Courses
5/21/2020 14:49:14,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,3,2,2,5,2,5,5,5,5,2,5,In-person Courses
5/21/2020 14:58:32,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,3,4,3,4,4,5,5,5,4,2,4,In-person Courses
5/21/2020 14:59:13,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,3,3,2,4,2,5,4,4,4,3,4,In-person Courses
5/21/2020 15:11:09,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",1,1,3,2,5,3,5,5,5,5,1,5,In-person Courses
5/21/2020 15:12:05,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Uploaded or emailed Materials,1,2,1,1,5,1,5,4,5,4,4,5,In-person Courses
5/21/2020 15:18:22,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Uploaded or emailed Materials,4,2,4,4,5,2,4,4,4,4,4,2,In-person Courses
5/21/2020 15:21:35,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Discussion forums/chats,4,4,4,4,5,4,4,4,4,4,5,2,In-person Courses
5/21/2020 15:22:27,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,2,2,2,5,2,4,4,5,5,4,2,In-person Courses
5/21/2020 15:24:52,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Uploaded or emailed Materials,3,3,3,2,4,4,5,5,5,5,2,4,In-person Courses
5/21/2020 15:32:21,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",5,5,2,2,4,2,3,4,3,4,4,2,Online Courses
5/21/2020 15:50:01,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,5,3,4,3,4,2,4,3,4,3,5,2,Online Courses
5/21/2020 15:57:12,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,3,2,3,4,4,5,3,4,4,2,4,In-person Courses
5/21/2020 15:57:51,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Uploaded or emailed Materials,2,2,4,2,5,4,5,4,4,4,3,4,In-person Courses
5/21/2020 16:23:10,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,2,2,1,5,2,4,4,4,4,3,4,In-person Courses
5/21/2020 16:24:42,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,4,4,3,2,5,2,5,4,4,4,3,3,In-person Courses
5/21/2020 16:26:53,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,3,3,2,4,4,5,4,5,5,4,4,In-person Courses
5/21/2020 16:28:30,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,3,2,2,2,5,2,4,3,3,3,3,4,In-person Courses
5/21/2020 16:29:10,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,4,4,2,4,4,3,2,2,4,4,Online Courses
5/21/2020 16:42:08,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,5,2,5,2,4,1,2,5,5,5,3,1,Online Courses
5/21/2020 16:49:02,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,2,2,2,3,1,3,4,3,3,2,1,Online Courses
5/21/2020 17:02:39,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,3,3,4,5,5,4,5,4,2,5,In-person Courses
5/21/2020 17:28:55,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,3,2,3,3,1,4,4,3,4,2,3,In-person Courses
5/21/2020 17:46:48,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,2,4,4,4,3,5,4,4,4,3,3,In-person Courses
5/21/2020 18:14:34,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,3,2,2,4,2,5,4,4,5,2,2,In-person Courses
5/21/2020 18:24:41,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,2,4,4,3,4,3,4,3,4,2,2,In-person Courses
5/21/2020 18:53:54,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,4,3,3,5,4,5,5,4,4,3,4,In-person Courses
5/21/2020 19:22:36,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,2,4,2,5,2,4,4,5,4,3,2,In-person Courses
5/21/2020 19:38:53,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,1,1,1,2,5,4,5,5,5,5,3,5,In-person Courses
5/21/2020 20:25:53,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,5,4,5,4,3,5,4,5,5,5,2,5,Online Courses
5/21/2020 22:02:37,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,1,2,4,5,4,5,4,4,4,4,5,In-person Courses
5/22/2020 0:10:48,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Discussion forums/chats,3,2,1,2,5,5,5,5,4,4,3,5,In-person Courses
5/22/2020 1:04:01,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,2,4,3,4,2,5,4,5,4,2,4,In-person Courses
5/22/2020 4:55:09,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,2,3,3,3,4,4,5,5,5,4,2,5,In-person Courses
5/22/2020 8:20:48,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",2,2,4,2,5,4,4,4,4,4,4,4,In-person Courses
5/22/2020 8:32:04,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,2,3,2,5,3,5,4,4,4,2,4,In-person Courses
5/22/2020 10:32:00,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,4,4,3,4,4,4,2,4,4,2,Online Courses
5/22/2020 12:41:34,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",3,4,4,4,5,4,4,5,4,5,4,4,In-person Courses
5/22/2020 13:16:06,Canada,"Live classes (ie: Zoom, Google Meet etc.)",Recorded Lectures/Videos,3,4,3,2,5,4,5,4,4,5,2,2,In-person Courses
5/22/2020 13:37:28,Canada,"Live classes (ie: Zoom, Google Meet etc.)","Live classes (ie: Zoom, google meet etc.)",4,4,4,3,4,3,5,4,4,4,2,3,In-person Courses
5/21/2020 14:36:50,Canada,Recorded Lectures,Recorded Lectures/Videos,1,2,2,1,1,1,5,4,5,4,3,3,In-person Courses
5/21/2020 14:49:40,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",4,4,4,4,4,3,5,5,5,5,2,4,In-person Courses
5/21/2020 14:52:05,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,3,3,4,2,4,4,4,4,3,4,In-person Courses
5/21/2020 14:55:26,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,3,2,4,5,2,5,4,5,5,3,3,In-person Courses
5/21/2020 14:58:42,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,4,4,5,1,5,4,4,4,2,2,In-person Courses
5/21/2020 15:01:34,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,3,5,2,1,5,4,5,4,2,1,In-person Courses
5/21/2020 15:02:42,Canada,Recorded Lectures,Recorded Lectures/Videos,4,2,3,2,4,2,4,4,5,4,2,4,In-person Courses
5/21/2020 15:09:20,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",1,4,2,1,2,2,5,5,4,4,1,4,In-person Courses
5/21/2020 15:10:18,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,2,4,4,2,5,5,5,5,2,4,Online Courses
5/21/2020 15:10:29,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,3,3,5,4,5,4,4,4,4,4,In-person Courses
5/21/2020 15:14:09,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,2,2,4,3,4,4,4,4,3,3,In-person Courses
5/21/2020 15:15:05,Canada,Recorded Lectures,Recorded Lectures/Videos,3,4,4,4,5,2,5,4,4,5,3,3,In-person Courses
5/21/2020 15:25:02,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,1,1,5,4,5,5,4,5,2,5,In-person Courses
5/21/2020 15:34:15,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,2,1,5,1,5,3,4,4,4,1,In-person Courses
5/21/2020 15:35:07,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,3,2,2,4,3,5,5,5,4,1,4,In-person Courses
5/21/2020 15:35:41,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,3,2,2,1,4,4,3,3,2,3,In-person Courses
5/21/2020 15:40:34,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,4,4,4,1,5,5,4,4,2,2,In-person Courses
5/21/2020 16:01:27,Canada,Recorded Lectures,Recorded Lectures/Videos,4,4,4,4,4,3,5,4,4,4,2,4,In-person Courses
5/21/2020 16:05:42,Canada,Recorded Lectures,Recorded Lectures/Videos,3,1,2,3,5,2,4,4,4,3,4,4,In-person Courses
5/21/2020 16:06:10,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,3,1,4,3,4,4,4,3,3,2,In-person Courses
5/21/2020 16:13:48,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,2,2,4,4,5,4,4,4,2,5,In-person Courses
5/21/2020 16:16:59,Canada,Recorded Lectures,Recorded Lectures/Videos,2,3,4,4,4,4,5,5,4,4,1,4,In-person Courses
5/21/2020 16:21:39,Canada,Recorded Lectures,Recorded Lectures/Videos,4,3,4,3,4,2,4,4,4,4,4,2,Online Courses
5/21/2020 16:34:00,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,3,4,2,5,1,4,4,2,3,5,2,Online Courses
5/21/2020 16:52:41,Canada,Recorded Lectures,Recorded Lectures/Videos,5,3,4,4,5,5,5,5,5,3,2,1,Online Courses
5/21/2020 17:09:12,Canada,Recorded Lectures,Recorded Lectures/Videos,5,5,1,5,4,4,4,5,5,5,5,4,Online Courses
5/21/2020 17:39:34,Canada,Recorded Lectures,Recorded Lectures/Videos,3,3,4,4,5,2,5,4,5,4,3,2,In-person Courses
5/21/2020 18:26:30,Canada,Recorded Lectures,Recorded Lectures/Videos,4,4,4,4,4,2,4,4,4,4,5,1,Online Courses
5/21/2020 18:35:12,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,4,1,5,2,4,4,3,4,2,4,In-person Courses
5/21/2020 18:53:21,Canada,Recorded Lectures,Recorded Lectures/Videos,1,2,1,2,4,2,4,4,4,4,2,3,In-person Courses
5/21/2020 18:59:46,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,2,3,4,1,4,4,3,4,2,1,In-person Courses
5/21/2020 19:30:15,Canada,Recorded Lectures,Recorded Lectures/Videos,4,4,3,2,4,2,5,5,5,5,4,4,In-person Courses
5/21/2020 19:35:11,Canada,Recorded Lectures,Recorded Lectures/Videos,2,2,3,3,5,2,4,4,5,4,3,2,In-person Courses
5/21/2020 19:50:11,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,1,3,3,4,4,4,4,3,3,3,2,In-person Courses
5/21/2020 20:17:17,Canada,Recorded Lectures,Recorded Lectures/Videos,3,4,3,3,3,3,5,5,5,5,1,5,In-person Courses
5/21/2020 20:50:41,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,2,4,2,4,4,4,4,2,2,In-person Courses
5/21/2020 21:33:56,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",3,2,3,3,5,4,4,4,4,4,3,5,In-person Courses
5/21/2020 21:53:57,Canada,Recorded Lectures,Recorded Lectures/Videos,1,1,3,2,5,1,5,5,4,4,2,3,In-person Courses
5/21/2020 22:09:19,Canada,Recorded Lectures,Recorded Lectures/Videos,3,3,4,4,3,2,4,4,4,5,2,3,In-person Courses
5/21/2020 22:16:26,Canada,Recorded Lectures,Recorded Lectures/Videos,4,1,4,3,5,4,4,4,4,4,5,4,In-person Courses
5/21/2020 23:52:34,Canada,Recorded Lectures,Recorded Lectures/Videos,1,4,3,4,5,3,5,5,4,5,3,2,In-person Courses
5/22/2020 0:43:13,Canada,Recorded Lectures,Discussion forums/chats,4,3,3,3,4,2,3,2,3,4,2,2,Online Courses
5/22/2020 2:08:06,Canada,Recorded Lectures,Recorded Lectures/Videos,5,4,4,4,4,4,4,5,4,4,2,2,Online Courses
5/22/2020 9:00:07,Canada,Recorded Lectures,Recorded Lectures/Videos,3,4,4,3,3,2,4,4,4,4,3,3,In-person Courses
5/22/2020 10:49:22,Canada,Recorded Lectures,Recorded Lectures/Videos,2,3,4,3,4,1,5,4,4,4,2,2,In-person Courses
5/22/2020 11:49:58,Canada,Recorded Lectures,Recorded Lectures/Videos,1,2,3,4,2,1,5,5,4,5,1,2,In-person Courses
5/22/2020 13:19:10,Canada,Recorded Lectures,"Live classes (ie: Zoom, google meet etc.)",2,2,2,4,5,2,4,4,4,4,2,2,In-person Courses
5/21/2020 14:40:22,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,3,2,3,4,4,1,5,5,4,4,2,3,In-person Courses
5/21/2020 14:43:00,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,3,3,3,3,2,2,4,4,4,4,2,4,In-person Courses
5/21/2020 14:57:07,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",4,3,1,2,5,1,4,4,3,3,4,4,In-person Courses
5/21/2020 14:57:28,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,3,3,4,3,5,4,4,5,5,5,2,3,In-person Courses
5/21/2020 15:01:25,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,1,1,1,4,5,3,4,4,4,4,2,3,In-person Courses
5/21/2020 15:04:18,Canada,Uploaded or emailed Materials,Uploaded or emailed Materials,4,3,4,3,4,4,4,5,4,5,2,4,In-person Courses
5/21/2020 15:09:54,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",4,3,2,1,4,4,4,4,4,2,5,3,In-person Courses
5/21/2020 15:18:19,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,2,2,2,2,5,1,4,4,4,3,2,4,In-person Courses
5/21/2020 15:21:59,Canada,Uploaded or emailed Materials,Uploaded or emailed Materials,2,2,3,3,4,1,4,4,5,3,3,3,In-person Courses
5/21/2020 15:29:35,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,2,2,2,3,4,4,4,4,3,3,4,4,In-person Courses
5/21/2020 15:30:16,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",1,2,1,1,4,2,5,5,5,5,2,5,In-person Courses
5/21/2020 15:38:55,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,3,2,2,4,5,1,4,5,5,4,1,2,In-person Courses
5/21/2020 15:39:12,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",1,1,3,2,4,2,5,4,4,4,2,4,In-person Courses
5/21/2020 15:55:07,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,3,2,4,4,2,5,5,5,5,1,5,In-person Courses
5/21/2020 16:26:03,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,4,4,4,4,4,2,4,4,4,4,2,2,Online Courses
5/21/2020 17:22:10,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",3,4,3,4,5,3,4,4,5,5,2,3,In-person Courses
5/21/2020 19:26:33,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",3,4,2,2,3,4,5,5,4,4,3,4,In-person Courses
5/21/2020 20:12:30,Canada,Uploaded or emailed Materials,Recorded Lectures/Videos,3,2,5,3,2,4,4,3,4,3,2,1,In-person Courses
5/21/2020 21:26:24,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",4,5,5,5,1,5,5,5,5,5,1,5,In-person Courses
5/22/2020 13:06:56,Canada,Uploaded or emailed Materials,"Live classes (ie: Zoom, google meet etc.)",2,2,2,2,2,5,5,5,5,4,2,4,In-person Courses
